question,correct_answers,question_type
Express 2.475 × 10<sup>0</sup> in standard notation.,2.475,short_answer
Express 2.7201 × 10<sup>-2</sup> in standard notation.,0.027201,short_answer
Express 3.1488 × 10<sup>1</sup> in standard notation.,31.488,short_answer
Express 0.24966 in scientific notation.,2.4966e-1;2.4966E-1,short_answer
Express 0.043 in scientific notation.,4.3e-2;4.3E-2,short_answer
Express 8.37 × 10<sup>-2</sup> in standard notation.,0.0837,short_answer
Express 46997 in scientific notation.,4.6997e4;4.6997E4,short_answer
Express 2.5 × 10<sup>4</sup> in standard notation.,25000,short_answer
Express 4.875 × 10<sup>-2</sup> in standard notation.,0.04875,short_answer
Express 167 in scientific notation.,1.67e2;1.67E2,short_answer
Express 1.2790 × 10<sup>1</sup> in standard notation.,12.790,short_answer
Express 13.53 in scientific notation.,1.353e1;1.353E1,short_answer
Express 5.2167 × 10<sup>2</sup> in standard notation.,521.67,short_answer
Express 3.3 × 10<sup>-1</sup> in standard notation.,0.33,short_answer
Express 1.459 × 10<sup>2</sup> in standard notation.,145.9,short_answer
Express 10060 in scientific notation.,1.006e4;1.006E4,short_answer
Express 0.502 in scientific notation.,5.02e-1;5.02E-1,short_answer
Express 3.96 in scientific notation.,3.96e0;3.96E0,short_answer
Express 3.59 × 10<sup>-2</sup> in standard notation.,0.0359,short_answer
Express 736.6 in scientific notation.,7.366e2;7.366E2,short_answer
Express 51.7 in scientific notation.,5.17e1;5.17E1,short_answer
Express 2.66 × 10<sup>-3</sup> in standard notation.,0.00266,short_answer
Express 0.002097 in scientific notation.,2.097e-3;2.097E-3,short_answer
Express 2.29 × 10<sup>2</sup> in standard notation.,229,short_answer
Express 3.562 × 10<sup>1</sup> in standard notation.,35.62,short_answer
Express 3.82 × 10<sup>-2</sup> in standard notation.,0.0382,short_answer
Express 1.17 × 10<sup>2</sup> in standard notation.,117,short_answer
Express 0.14 in scientific notation.,1.4e-1;1.4E-1,short_answer
Express 8020 in scientific notation.,8.02e3;8.02E3,short_answer
Express 523.74 in scientific notation.,5.2374e2;5.2374E2,short_answer
Express 40.124 in scientific notation.,4.0124e1;4.0124E1,short_answer
Express 6.4843 × 10<sup>2</sup> in standard notation.,648.43,short_answer
Express 3.3598 × 10<sup>0</sup> in standard notation.,3.3598,short_answer
Express 8.0 × 10<sup>1</sup> in standard notation.,80.,short_answer
Express 4.034 × 10<sup>0</sup> in standard notation.,4.034,short_answer
Express 4.8525 × 10<sup>1</sup> in standard notation.,48.525,short_answer
Express 9.18 × 10<sup>-3</sup> in standard notation.,0.00918,short_answer
Express 9.11 in scientific notation.,9.11e0;9.11E0,short_answer
Express 4.7 × 10<sup>2</sup> in standard notation.,470,short_answer
Express 12800 in scientific notation.,1.28e4;1.28E4,short_answer
Express 3.83 × 10<sup>1</sup> in standard notation.,38.3,short_answer
Express 1.970 × 10<sup>0</sup> in standard notation.,1.970,short_answer
Express 56.0 in scientific notation.,5.60e1;5.60E1,short_answer
Express 2.5 × 10<sup>3</sup> in standard notation.,2500,short_answer
Express 1.003 × 10<sup>4</sup> in standard notation.,10030,short_answer
Express 105 in scientific notation.,1.05e2;1.05E2,short_answer
Express 38.9 in scientific notation.,3.89e1;3.89E1,short_answer
Express 6.0 × 10<sup>0</sup> in standard notation.,6.0,short_answer
Express 130 in scientific notation.,1.3e2;1.3E2,short_answer
Express 7.5436 × 10<sup>-2</sup> in standard notation.,0.075436,short_answer
Express 1.15 × 10<sup>2</sup> in standard notation.,115,short_answer
Express 3.9 × 10<sup>2</sup> in standard notation.,390,short_answer
Express 2.292 × 10<sup>-2</sup> in standard notation.,0.02292,short_answer
Express 4.5844 × 10<sup>-3</sup> in standard notation.,0.0045844,short_answer
Express 1.90e4 in scientific notation.,1.90e4;1.90e4;1.90E4,short_answer
Express 1.3 × 10<sup>3</sup> in standard notation.,1300,short_answer
Express 1599 in scientific notation.,1.599e3;1.599E3,short_answer
Express 1.4882 × 10<sup>0</sup> in standard notation.,1.4882,short_answer
Express 2.00 × 10<sup>-2</sup> in standard notation.,0.0200,short_answer
Express 8.70e4 in scientific notation.,8.70e4;8.70e4;8.70E4,short_answer
Express 7.59 × 10<sup>1</sup> in standard notation.,75.9,short_answer
Express 0.001282 in scientific notation.,1.282e-3;1.282E-3,short_answer
Express 48580 in scientific notation.,4.858e4;4.858E4,short_answer
Express 2.606 × 10<sup>1</sup> in standard notation.,26.06,short_answer
Express 0.10 in scientific notation.,1.0e-1;1.0E-1,short_answer
Express 8.811 × 10<sup>1</sup> in standard notation.,88.11,short_answer
Express 1.28 × 10<sup>-1</sup> in standard notation.,0.128,short_answer
Express 2.07 × 10<sup>0</sup> in standard notation.,2.07,short_answer
Express 7.16 in scientific notation.,7.16e0;7.16E0,short_answer
Express 28.302 in scientific notation.,2.8302e1;2.8302E1,short_answer
Express 2.0e2 in scientific notation.,2.0e2;2.0e2;2.0E2,short_answer
Express 0.056 in scientific notation.,5.6e-2;5.6E-2,short_answer
Express 2.82 in scientific notation.,2.82e0;2.82E0,short_answer
Express 0.383 in scientific notation.,3.83e-1;3.83E-1,short_answer
Express 2.005 × 10<sup>-1</sup> in standard notation.,0.2005,short_answer
Express 2.39 × 10<sup>-3</sup> in standard notation.,0.00239,short_answer
Express 3.74 × 10<sup>3</sup> in standard notation.,3740,short_answer
Express 0.5806 in scientific notation.,5.806e-1;5.806E-1,short_answer
Express 175 in scientific notation.,1.75e2;1.75E2,short_answer
Express 3.58 × 10<sup>3</sup> in standard notation.,3580,short_answer
Express 21.2 in scientific notation.,2.12e1;2.12E1,short_answer
Express 7620 in scientific notation.,7.62e3;7.62E3,short_answer
Express 1.1 in scientific notation.,1.1e0;1.1E0,short_answer
Express 1.7644 × 10<sup>2</sup> in standard notation.,176.44,short_answer
Express 1.498 × 10<sup>1</sup> in standard notation.,14.98,short_answer
Express 62.9 in scientific notation.,6.29e1;6.29E1,short_answer
Express 3.056 × 10<sup>0</sup> in standard notation.,3.056,short_answer
Express 0.0047 in scientific notation.,4.7e-3;4.7E-3,short_answer
Express 5.62 in scientific notation.,5.62e0;5.62E0,short_answer
Express 497 in scientific notation.,4.97e2;4.97E2,short_answer
Express 1.6 × 10<sup>4</sup> in standard notation.,16000,short_answer
Express 1.2441 × 10<sup>2</sup> in standard notation.,124.41,short_answer
Express 1.1550 in scientific notation.,1.1550e0;1.1550E0,short_answer
Express 21000 in scientific notation.,2.1e4;2.1E4,short_answer
Express 4.408 × 10<sup>3</sup> in standard notation.,4408,short_answer
Express 4.0508 × 10<sup>4</sup> in standard notation.,40508,short_answer
Express 2.76 × 10<sup>-1</sup> in standard notation.,0.276,short_answer
Express 1.63 × 10<sup>3</sup> in standard notation.,1630,short_answer
Express 0.2581 in scientific notation.,2.581e-1;2.581E-1,short_answer
Express 8.7 × 10<sup>-1</sup> in standard notation.,0.87,short_answer
Express 39500 in scientific notation.,3.95e4;3.95E4,short_answer
Express 5700 in scientific notation.,5.7e3;5.7E3,short_answer
Express 5.18 × 10<sup>-3</sup> in standard notation.,0.00518,short_answer
Express 0.2130 in scientific notation.,2.130e-1;2.130E-1,short_answer
Express 0.172 in scientific notation.,1.72e-1;1.72E-1,short_answer
Express 0.00206 in scientific notation.,2.06e-3;2.06E-3,short_answer
Express 1.8 × 10<sup>3</sup> in standard notation.,1800,short_answer
Express 1.6299 × 10<sup>1</sup> in standard notation.,16.299,short_answer
Express 0.013797 in scientific notation.,1.3797e-2;1.3797E-2,short_answer
Express 2.6 × 10<sup>0</sup> in standard notation.,2.6,short_answer
Express 7.9 × 10<sup>1</sup> in standard notation.,79,short_answer
Express 0.13 in scientific notation.,1.3e-1;1.3E-1,short_answer
Express 6.67 × 10<sup>-1</sup> in standard notation.,0.667,short_answer
Express 5.7 × 10<sup>1</sup> in standard notation.,57,short_answer
Express 0.00434 in scientific notation.,4.34e-3;4.34E-3,short_answer
Express 4.29 × 10<sup>-3</sup> in standard notation.,0.00429,short_answer
Express 1.3622 in scientific notation.,1.3622e0;1.3622E0,short_answer
Express 1.4 × 10<sup>3</sup> in standard notation.,1400,short_answer
Express 1.90e3 in scientific notation.,1.90e3;1.90e3;1.90E3,short_answer
Express 7.815 × 10<sup>3</sup> in standard notation.,7815,short_answer
Express 7.32 × 10<sup>2</sup> in standard notation.,732,short_answer
Express 2.86 × 10<sup>-3</sup> in standard notation.,0.00286,short_answer
Express 520 in scientific notation.,5.2e2;5.2E2,short_answer
Express 51.999 in scientific notation.,5.1999e1;5.1999E1,short_answer
Express 1.5 × 10<sup>-2</sup> in standard notation.,0.015,short_answer
Express 7.230 × 10<sup>1</sup> in standard notation.,72.30,short_answer
Express 6.4490 × 10<sup>0</sup> in standard notation.,6.4490,short_answer
Express 7.7027 × 10<sup>-1</sup> in standard notation.,0.77027,short_answer
Express 6550 in scientific notation.,6.55e3;6.55E3,short_answer
Express 0.159 in scientific notation.,1.59e-1;1.59E-1,short_answer
Express 15.857 in scientific notation.,1.5857e1;1.5857E1,short_answer
Express 5.7311 × 10<sup>-1</sup> in standard notation.,0.57311,short_answer
Express 1.0 × 10<sup>4</sup> in standard notation.,1.0e4,short_answer
Express 0.002488 in scientific notation.,2.488e-3;2.488E-3,short_answer
Express 172.73 in scientific notation.,1.7273e2;1.7273E2,short_answer
Express 3.270 × 10<sup>-1</sup> in standard notation.,0.3270,short_answer
Express 5.68 × 10<sup>3</sup> in standard notation.,5680,short_answer
Express 4.256 × 10<sup>1</sup> in standard notation.,42.56,short_answer
Express 1.672 × 10<sup>2</sup> in standard notation.,167.2,short_answer
Express 30.8 in scientific notation.,3.08e1;3.08E1,short_answer
Express 2.38 × 10<sup>-3</sup> in standard notation.,0.00238,short_answer
Express 17 in scientific notation.,1.7e1;1.7E1,short_answer
Express 1960.3 in scientific notation.,1.9603e3;1.9603E3,short_answer
Express 7.0e3 in scientific notation.,7.0e3;7.0e3;7.0E3,short_answer
Express 6.77 × 10<sup>-3</sup> in standard notation.,0.00677,short_answer
Express 6.8367 in scientific notation.,6.8367e0;6.8367E0,short_answer
Express 1.398 × 10<sup>-2</sup> in standard notation.,0.01398,short_answer
Express 1.00e4 in scientific notation.,1.00e4;1.00e4;1.00E4,short_answer
Express 5.970 × 10<sup>0</sup> in standard notation.,5.970,short_answer
Express 9.350 × 10<sup>1</sup> in standard notation.,93.50,short_answer
Express 1271.5 in scientific notation.,1.2715e3;1.2715E3,short_answer
Express 1.1 × 10<sup>-2</sup> in standard notation.,0.011,short_answer
Express 1.053 × 10<sup>2</sup> in standard notation.,105.3,short_answer
Express 19.59 in scientific notation.,1.959e1;1.959E1,short_answer
Express 127.77 in scientific notation.,1.2777e2;1.2777E2,short_answer
Express 6.2 × 10<sup>-2</sup> in standard notation.,0.062,short_answer
Express 5.616 × 10<sup>2</sup> in standard notation.,561.6,short_answer
Express 480 in scientific notation.,4.8e2;4.8E2,short_answer
Express 1.795 × 10<sup>4</sup> in standard notation.,17950,short_answer
Express 0.0428 in scientific notation.,4.28e-2;4.28E-2,short_answer
Express 1.1 × 10<sup>-3</sup> in standard notation.,0.0011,short_answer
Express 2.5714 × 10<sup>-2</sup> in standard notation.,0.025714,short_answer
Express 3.780 × 10<sup>-3</sup> in standard notation.,0.003780,short_answer
Express 63 in scientific notation.,6.3e1;6.3E1,short_answer
Express 28000 in scientific notation.,2.8e4;2.8E4,short_answer
Express 8.53 × 10<sup>-3</sup> in standard notation.,0.00853,short_answer
Express 2.99 × 10<sup>3</sup> in standard notation.,2990,short_answer
Express 0.01526 in scientific notation.,1.526e-2;1.526E-2,short_answer
Express 1.19 × 10<sup>3</sup> in standard notation.,1190,short_answer
Express 1.052 × 10<sup>-2</sup> in standard notation.,0.01052,short_answer
Express 2.805 × 10<sup>1</sup> in standard notation.,28.05,short_answer
Express 3.7 × 10<sup>0</sup> in standard notation.,3.7,short_answer
Express 5400 in scientific notation.,5.4e3;5.4E3,short_answer
Express 5.459 in scientific notation.,5.459e0;5.459E0,short_answer
Express 2.3111 in scientific notation.,2.3111e0;2.3111E0,short_answer
Express 3.19 × 10<sup>-3</sup> in standard notation.,0.00319,short_answer
Express 2.8343 × 10<sup>4</sup> in standard notation.,28343,short_answer
Express 12 in scientific notation.,1.2e1;1.2E1,short_answer
Express 0.012890 in scientific notation.,1.2890e-2;1.2890E-2,short_answer
Express 2.4 × 10<sup>-3</sup> in standard notation.,0.0024,short_answer
Express 910 in scientific notation.,9.1e2;9.1E2,short_answer
Express 2.4 × 10<sup>1</sup> in standard notation.,24,short_answer
Express 0.006720 in scientific notation.,6.720e-3;6.720E-3,short_answer
Express 5.4 in scientific notation.,5.4e0;5.4E0,short_answer
Express 0.00476 in scientific notation.,4.76e-3;4.76E-3,short_answer
Express 2.3883 × 10<sup>1</sup> in standard notation.,23.883,short_answer
Express 7.99 × 10<sup>3</sup> in standard notation.,7990,short_answer
Express 5.8749 × 10<sup>4</sup> in standard notation.,58749,short_answer
Express 1.74 × 10<sup>-1</sup> in standard notation.,0.174,short_answer
Express 221.4 in scientific notation.,2.214e2;2.214E2,short_answer
Express 75.396 in scientific notation.,7.5396e1;7.5396E1,short_answer
Express 3.0 × 10<sup>-1</sup> in standard notation.,0.30,short_answer
Express 0.001883 in scientific notation.,1.883e-3;1.883E-3,short_answer
Express 3200 in scientific notation.,3.2e3;3.2E3,short_answer
Express 5.094 × 10<sup>3</sup> in standard notation.,5094,short_answer
Express 0.931 in scientific notation.,9.31e-1;9.31E-1,short_answer
Express 8.27 × 10<sup>1</sup> in standard notation.,82.7,short_answer
Express 2.982 × 10<sup>4</sup> in standard notation.,29820,short_answer
Express 8.078 × 10<sup>0</sup> in standard notation.,8.078,short_answer
Express 5.90 × 10<sup>3</sup> in standard notation.,5.90e3,short_answer
Express 0.6793 in scientific notation.,6.793e-1;6.793E-1,short_answer
Express 7.2 × 10<sup>-2</sup> in standard notation.,0.072,short_answer
Express 1.8 × 10<sup>0</sup> in standard notation.,1.8,short_answer
Express 2.0075 × 10<sup>3</sup> in standard notation.,2007.5,short_answer
Express 3.688 × 10<sup>1</sup> in standard notation.,36.88,short_answer
Express 9.309 × 10<sup>2</sup> in standard notation.,930.9,short_answer
Express 5581 in scientific notation.,5.581e3;5.581E3,short_answer
Express 0.30 in scientific notation.,3.0e-1;3.0E-1,short_answer
Express 2.9403 × 10<sup>1</sup> in standard notation.,29.403,short_answer
Express 2.9219 × 10<sup>0</sup> in standard notation.,2.9219,short_answer
Express 35000 in scientific notation.,3.5e4;3.5E4,short_answer
Express 8.73 × 10<sup>-2</sup> in standard notation.,0.0873,short_answer
Express 29.65 in scientific notation.,2.965e1;2.965E1,short_answer
Express 1.1903 × 10<sup>-2</sup> in standard notation.,0.011903,short_answer
Express 120 in scientific notation.,1.2e2;1.2E2,short_answer
Express 2.2 × 10<sup>0</sup> in standard notation.,2.2,short_answer
Express 4900 in scientific notation.,4.9e3;4.9E3,short_answer
Express 180.5 in scientific notation.,1.805e2;1.805E2,short_answer
Express 2.107 × 10<sup>0</sup> in standard notation.,2.107,short_answer
Express 507.2 in scientific notation.,5.072e2;5.072E2,short_answer
Express 7.03 × 10<sup>2</sup> in standard notation.,703,short_answer
Express 0.31 in scientific notation.,3.1e-1;3.1E-1,short_answer
Express 8.6444 × 10<sup>1</sup> in standard notation.,86.444,short_answer
Express 450. in scientific notation.,4.50e2;4.50E2,short_answer
Express 7.210 × 10<sup>4</sup> in standard notation.,7.210e4,short_answer
Express 4.7 × 10<sup>3</sup> in standard notation.,4700,short_answer
Express 0.02845 in scientific notation.,2.845e-2;2.845E-2,short_answer
Express 7.341 × 10<sup>4</sup> in standard notation.,73410,short_answer
Express 40.511 in scientific notation.,4.0511e1;4.0511E1,short_answer
Express 7.7 in scientific notation.,7.7e0;7.7E0,short_answer
Express 1.0269 × 10<sup>4</sup> in standard notation.,10269,short_answer
Express 0.008295 in scientific notation.,8.295e-3;8.295E-3,short_answer
Express 4.2958 × 10<sup>0</sup> in standard notation.,4.2958,short_answer
Express 34600 in scientific notation.,3.46e4;3.46E4,short_answer
Express 2820 in scientific notation.,2.82e3;2.82E3,short_answer
Express 5.46 × 10<sup>2</sup> in standard notation.,546,short_answer
Express 4.03 × 10<sup>-2</sup> in standard notation.,0.0403,short_answer
Express 9082.2 in scientific notation.,9.0822e3;9.0822E3,short_answer
Express 59.0 in scientific notation.,5.90e1;5.90E1,short_answer
Express 1.3105 × 10<sup>2</sup> in standard notation.,131.05,short_answer
Express 3.445 × 10<sup>1</sup> in standard notation.,34.45,short_answer
Express 6.03 × 10<sup>4</sup> in standard notation.,60300,short_answer
Express 287 in scientific notation.,2.87e2;2.87E2,short_answer
Express 7.45 × 10<sup>-2</sup> in standard notation.,0.0745,short_answer
Express 2.7 × 10<sup>1</sup> in standard notation.,27,short_answer
Express 7.99 × 10<sup>1</sup> in standard notation.,79.9,short_answer
Express 8.89 × 10<sup>2</sup> in standard notation.,889,short_answer
Express 9.7 in scientific notation.,9.7e0;9.7E0,short_answer
Express 4400 in scientific notation.,4.4e3;4.4E3,short_answer
Express 2.556 × 10<sup>3</sup> in standard notation.,2556,short_answer
Express 1.769 in scientific notation.,1.769e0;1.769E0,short_answer
Express 3.464 × 10<sup>2</sup> in standard notation.,346.4,short_answer
Express 0.026148 in scientific notation.,2.6148e-2;2.6148E-2,short_answer
Express 0.43413 in scientific notation.,4.3413e-1;4.3413E-1,short_answer
Express 0.0179 in scientific notation.,1.79e-2;1.79E-2,short_answer
Express 2.97 × 10<sup>0</sup> in standard notation.,2.97,short_answer
Express 0.024 in scientific notation.,2.4e-2;2.4E-2,short_answer
Express 1.0812 × 10<sup>4</sup> in standard notation.,10812,short_answer
Express 2.11 × 10<sup>1</sup> in standard notation.,21.1,short_answer
Express 5.4634 × 10<sup>3</sup> in standard notation.,5463.4,short_answer
Express 0.110 in scientific notation.,1.10e-1;1.10E-1,short_answer
Express 0.074802 in scientific notation.,7.4802e-2;7.4802E-2,short_answer
Express 4310. in scientific notation.,4.310e3;4.310E3,short_answer
Express 3.48 × 10<sup>2</sup> in standard notation.,348,short_answer
Express 2.94 × 10<sup>0</sup> in standard notation.,2.94,short_answer
Express 5.4577 × 10<sup>3</sup> in standard notation.,5457.7,short_answer
Express 1.285 × 10<sup>-1</sup> in standard notation.,0.1285,short_answer
Express 7.558 × 10<sup>3</sup> in standard notation.,7558,short_answer
Express 4.6 × 10<sup>0</sup> in standard notation.,4.6,short_answer
Express 6.5 × 10<sup>0</sup> in standard notation.,6.5,short_answer
Express 140 in scientific notation.,1.4e2;1.4E2,short_answer
Express 5.6 × 10<sup>0</sup> in standard notation.,5.6,short_answer
Express 47 in scientific notation.,4.7e1;4.7E1,short_answer
Express 1.324 × 10<sup>-3</sup> in standard notation.,0.001324,short_answer
Express 4.125 × 10<sup>-1</sup> in standard notation.,0.4125,short_answer
Express 6200 in scientific notation.,6.2e3;6.2E3,short_answer
Express 1.9 × 10<sup>-1</sup> in standard notation.,0.19,short_answer
Express 0.078 in scientific notation.,7.8e-2;7.8E-2,short_answer
Express 13.057 in scientific notation.,1.3057e1;1.3057E1,short_answer
Express 1.610 × 10<sup>3</sup> in standard notation.,1610.,short_answer
Express 4.62 × 10<sup>-3</sup> in standard notation.,0.00462,short_answer
Express 1.87 × 10<sup>1</sup> in standard notation.,18.7,short_answer
Express 2.73 × 10<sup>-3</sup> in standard notation.,0.00273,short_answer
Express 1.8 × 10<sup>-1</sup> in standard notation.,0.18,short_answer
Express 7.3 in scientific notation.,7.3e0;7.3E0,short_answer
Express 6.6 × 10<sup>-1</sup> in standard notation.,0.66,short_answer
Express 6.65 × 10<sup>-1</sup> in standard notation.,0.665,short_answer
Express 7.337 × 10<sup>-1</sup> in standard notation.,0.7337,short_answer
Express 628.97 in scientific notation.,6.2897e2;6.2897E2,short_answer
Express 3.5188 × 10<sup>0</sup> in standard notation.,3.5188,short_answer
Express 0.0886 in scientific notation.,8.86e-2;8.86E-2,short_answer
Express 1.547 × 10<sup>-2</sup> in standard notation.,0.01547,short_answer
Express 59 in scientific notation.,5.9e1;5.9E1,short_answer
Express 3700 in scientific notation.,3.7e3;3.7E3,short_answer
Express 40.12 in scientific notation.,4.012e1;4.012E1,short_answer
Express 681 in scientific notation.,6.81e2;6.81E2,short_answer
Express 550 in scientific notation.,5.5e2;5.5E2,short_answer
Express 828.90 in scientific notation.,8.2890e2;8.2890E2,short_answer
Express 1.063 in scientific notation.,1.063e0;1.063E0,short_answer
Express 5.2 in scientific notation.,5.2e0;5.2E0,short_answer
Express 1.1 × 10<sup>2</sup> in standard notation.,110,short_answer
Express 5.145 × 10<sup>2</sup> in standard notation.,514.5,short_answer
Express 255.8 in scientific notation.,2.558e2;2.558E2,short_answer
Express 1.891 × 10<sup>2</sup> in standard notation.,189.1,short_answer
Express 4003 in scientific notation.,4.003e3;4.003E3,short_answer
Express 115.62 in scientific notation.,1.1562e2;1.1562E2,short_answer
Express 5.1 in scientific notation.,5.1e0;5.1E0,short_answer
Express 1.93 × 10<sup>4</sup> in standard notation.,19300,short_answer
Express 3.6530 × 10<sup>3</sup> in standard notation.,3653.0,short_answer
Express 5.12 × 10<sup>-2</sup> in standard notation.,0.0512,short_answer
Express 2.7 × 10<sup>-3</sup> in standard notation.,0.0027,short_answer
Express 1.4914 × 10<sup>-2</sup> in standard notation.,0.014914,short_answer
Express 2.296 × 10<sup>1</sup> in standard notation.,22.96,short_answer
Express 3.77 in scientific notation.,3.77e0;3.77E0,short_answer
Express 3.94 × 10<sup>0</sup> in standard notation.,3.94,short_answer
Express 2.82 in scientific notation.,2.82e0;2.82E0,short_answer
Express 2.1516 × 10<sup>-3</sup> in standard notation.,0.0021516,short_answer
Express 3.6 × 10<sup>3</sup> in standard notation.,3600,short_answer
Express 1.5 in scientific notation.,1.5e0;1.5E0,short_answer
Express 8.3 × 10<sup>2</sup> in standard notation.,830,short_answer
Express 3.8 × 10<sup>1</sup> in standard notation.,38,short_answer
Express 4.81 × 10<sup>-2</sup> in standard notation.,0.0481,short_answer
Express 1.7833 × 10<sup>-2</sup> in standard notation.,0.017833,short_answer
Express 9.0 × 10<sup>-3</sup> in standard notation.,0.0090,short_answer
Express 115.05 in scientific notation.,1.1505e2;1.1505E2,short_answer
Express 1.003 in scientific notation.,1.003e0;1.003E0,short_answer
Express 36000 in scientific notation.,3.6e4;3.6E4,short_answer
Express 0.0027 in scientific notation.,2.7e-3;2.7E-3,short_answer
Express 5.40 × 10<sup>-1</sup> in standard notation.,0.540,short_answer
Express 0.00321 in scientific notation.,3.21e-3;3.21E-3,short_answer
Express 4.3886 × 10<sup>3</sup> in standard notation.,4388.6,short_answer
Express 1.5350 in scientific notation.,1.5350e0;1.5350E0,short_answer
Express 1.230 × 10<sup>2</sup> in standard notation.,123.0,short_answer
Express 1.4 × 10<sup>2</sup> in standard notation.,140,short_answer
Express 5.6 × 10<sup>1</sup> in standard notation.,56,short_answer
Express 9.7477 × 10<sup>3</sup> in standard notation.,9747.7,short_answer
Express 1.449 × 10<sup>3</sup> in standard notation.,1449,short_answer
Express 0.53628 in scientific notation.,5.3628e-1;5.3628E-1,short_answer
Express 1.08 × 10<sup>2</sup> in standard notation.,108,short_answer
Express 0.003163 in scientific notation.,3.163e-3;3.163E-3,short_answer
Express 0.00113 in scientific notation.,1.13e-3;1.13E-3,short_answer
Express 5.14 × 10<sup>3</sup> in standard notation.,5140,short_answer
Express 9942 in scientific notation.,9.942e3;9.942E3,short_answer
Express 2.9 × 10<sup>4</sup> in standard notation.,29000,short_answer
