question,correct_answers,question_type
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00042}{0.00014}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00042%7D%7B0.00014%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00042}{0.00014}="" data-equation-content=""\frac{0.00042}{0.00014}="" data-ignore-a11y-check=""""></mattext>",3.0;3.0e0;3.0E0,short_answer
3100 × 290 =,9.0e5;9.0e5;9.0E5,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{235.77}{0.0269}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B235.77%7D%7B0.0269%7D%3D?scale=1.5"" alt=""LaTeX: \frac{235.77}{0.0269}="" data-equation-content=""\frac{235.77}{0.0269}="" data-ignore-a11y-check=""""></mattext>",8760;8.76e3;8.76E3,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0094}{900}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0094%7D%7B900%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0094}{900}="" data-equation-content=""\frac{0.0094}{900}="" data-ignore-a11y-check=""""></mattext>",0.00001;1e-5;1E-5;.00001,short_answer
300 × 0.006257 =,2;2e0;2E0;2.,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1000}{25000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1000%7D%7B25000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1000}{25000}="" data-equation-content=""\frac{1000}{25000}="" data-ignore-a11y-check=""""></mattext>",0.04;4e-2;4E-2;.04,short_answer
0.108 × 2 =,0.2;2e-1;2E-1;.2,short_answer
0.00535 × 7.40 =,0.0396;3.96e-2;3.96E-2;.0396,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.01578}{23.7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.01578%7D%7B23.7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.01578}{23.7}="" data-equation-content=""\frac{0.01578}{23.7}="" data-ignore-a11y-check=""""></mattext>",0.000666;6.66e-4;6.66E-4;.000666,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000589}{2163.6}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000589%7D%7B2163.6%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000589}{2163.6}="" data-equation-content=""\frac{0.000589}{2163.6}="" data-ignore-a11y-check=""""></mattext>",2.72e-7;2.72e-7;2.72E-7,short_answer
35.896 × 0.000110 =,0.00395;3.95e-3;3.95E-3;.00395,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2.388}{0.00039}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2.388%7D%7B0.00039%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2.388}{0.00039}="" data-equation-content=""\frac{2.388}{0.00039}="" data-ignore-a11y-check=""""></mattext>",6100;6.1e3;6.1E3,short_answer
440 × 0.00083 =,0.37;3.7e-1;3.7E-1;.37,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1699}{530}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1699%7D%7B530%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1699}{530}="" data-equation-content=""\frac{1699}{530}="" data-ignore-a11y-check=""""></mattext>",3.2;3.2e0;3.2E0,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0026}{0.1877}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0026%7D%7B0.1877%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0026}{0.1877}="" data-equation-content=""\frac{0.0026}{0.1877}="" data-ignore-a11y-check=""""></mattext>",0.014;1.4e-2;1.4E-2;.014,short_answer
0.0002 × 743.7 =,0.1;1e-1;1E-1;.1,short_answer
0.027886 × 596 =,16.6;1.66e1;1.66E1,short_answer
0.000286 × 0.02278 =,0.00000652;6.52e-6;6.52E-6;.00000652,short_answer
47438 × 0.190 =,9010;9.01e3;9.01E3,short_answer
11.55 × 0.0203 =,0.234;2.34e-1;2.34E-1;.234,short_answer
0.026772 × 365.09 =,9.7742;9.7742e0;9.7742E0,short_answer
0.0010548 × 97800 =,103;1.03e2;1.03E2;103.,short_answer
68865 × 73.5 =,5.06e6;5.06e6;5.06E6,short_answer
0.00472 × 2 =,0.009;9e-3;9E-3;.009,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4520}{2030}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4520%7D%7B2030%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4520}{2030}="" data-equation-content=""\frac{4520}{2030}="" data-ignore-a11y-check=""""></mattext>",2.23;2.23e0;2.23E0,short_answer
0.1 × 6 =,0.6;6e-1;6E-1;.6,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.04741}{0.011886}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.04741%7D%7B0.011886%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.04741}{0.011886}="" data-equation-content=""\frac{0.04741}{0.011886}="" data-ignore-a11y-check=""""></mattext>",3.989;3.989e0;3.989E0,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{500}{0.000249}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B500%7D%7B0.000249%7D%3D?scale=1.5"" alt=""LaTeX: \frac{500}{0.000249}="" data-equation-content=""\frac{500}{0.000249}="" data-ignore-a11y-check=""""></mattext>",2e6;2e6;2E6,short_answer
0.04 × 90 =,4;4e0;4E0;4.,short_answer
6.019 × 0.000730 =,0.00439;4.39e-3;4.39E-3;.00439,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{20000}{0.39576}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B20000%7D%7B0.39576%7D%3D?scale=1.5"" alt=""LaTeX: \frac{20000}{0.39576}="" data-equation-content=""\frac{20000}{0.39576}="" data-ignore-a11y-check=""""></mattext>",50000;5e4;5E4,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0145}{45000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0145%7D%7B45000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0145}{45000}="" data-equation-content=""\frac{0.0145}{45000}="" data-ignore-a11y-check=""""></mattext>",3.2e-7;3.2e-7;3.2E-7,short_answer
0.001 × 0.00102 =,0.000001;1e-6;1E-6;.000001,short_answer
13 × 0.04017 =,0.52;5.2e-1;5.2E-1;.52,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1}{0.29148}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1%7D%7B0.29148%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1}{0.29148}="" data-equation-content=""\frac{1}{0.29148}="" data-ignore-a11y-check=""""></mattext>",3;3e0;3E0;3.,short_answer
32210. × 20 =,600000;6e5;6E5,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.46}{0.10025}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.46%7D%7B0.10025%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.46}{0.10025}="" data-equation-content=""\frac{0.46}{0.10025}="" data-ignore-a11y-check=""""></mattext>",4.6;4.6e0;4.6E0,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.052}{0.0004421}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.052%7D%7B0.0004421%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.052}{0.0004421}="" data-equation-content=""\frac{1.052}{0.0004421}="" data-ignore-a11y-check=""""></mattext>",2380.;2.380e3;2.380E3;2380..,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000512}{0.0772}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000512%7D%7B0.0772%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000512}{0.0772}="" data-equation-content=""\frac{0.000512}{0.0772}="" data-ignore-a11y-check=""""></mattext>",0.00663;6.63e-3;6.63E-3;.00663,short_answer
0.7 × 0.0002 =,0.0001;1e-4;1E-4;.0001,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1350}{0.0014}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1350%7D%7B0.0014%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1350}{0.0014}="" data-equation-content=""\frac{1350}{0.0014}="" data-ignore-a11y-check=""""></mattext>",960000;9.6e5;9.6E5,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.01}{7.28}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.01%7D%7B7.28%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.01}{7.28}="" data-equation-content=""\frac{0.01}{7.28}="" data-ignore-a11y-check=""""></mattext>",0.001;1e-3;1E-3;.001,short_answer
0.25 × 3.7411 =,0.94;9.4e-1;9.4E-1;.94,short_answer
36724 × 5.600 x 10<sup>4</sup> =,2.057e9;2.057e9;2.057E9,short_answer
1740 × 18 =,31000;3.1e4;3.1E4,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{10000}{0.5}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B10000%7D%7B0.5%7D%3D?scale=1.5"" alt=""LaTeX: \frac{10000}{0.5}="" data-equation-content=""\frac{10000}{0.5}="" data-ignore-a11y-check=""""></mattext>",20000;2e4;2E4,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.3}{2520.}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.3%7D%7B2520.%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.3}{2520.}="" data-equation-content=""\frac{0.3}{2520.}="" data-ignore-a11y-check=""""></mattext>",0.0001;1e-4;1E-4;.0001,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.077}{0.47879}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.077%7D%7B0.47879%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.077}{0.47879}="" data-equation-content=""\frac{0.077}{0.47879}="" data-ignore-a11y-check=""""></mattext>",0.16;1.6e-1;1.6E-1;.16,short_answer
1.75 × 0.0002107 =,0.000369;3.69e-4;3.69E-4;.000369,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{16.2}{3.70\times10^3}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B16.2%7D%7B3.70%5Ctimes10%5E3%7D%3D?scale=1.5"" alt=""LaTeX: \frac{16.2}{3.70\times10^3}="" data-equation-content=""\frac{16.2}{3.70\times10^3}="" data-ignore-a11y-check=""""></mattext>",0.00438;4.38e-3;4.38E-3;.00438,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6}{3.918}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6%7D%7B3.918%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6}{3.918}="" data-equation-content=""\frac{6}{3.918}="" data-ignore-a11y-check=""""></mattext>",2;2e0;2E0;2.,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.1660}{0.2}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.1660%7D%7B0.2%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.1660}{0.2}="" data-equation-content=""\frac{0.1660}{0.2}="" data-ignore-a11y-check=""""></mattext>",0.8;8e-1;8E-1;.8,short_answer
0.136 × 200 =,30;3e1;3E1,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.007374}{0.0003}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.007374%7D%7B0.0003%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.007374}{0.0003}="" data-equation-content=""\frac{0.007374}{0.0003}="" data-ignore-a11y-check=""""></mattext>",20;2e1;2E1,short_answer
0.09051 × 9731 =,880.8;8.808e2;8.808E2,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{20.4}{2100}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B20.4%7D%7B2100%7D%3D?scale=1.5"" alt=""LaTeX: \frac{20.4}{2100}="" data-equation-content=""\frac{20.4}{2100}="" data-ignore-a11y-check=""""></mattext>",0.0097;9.7e-3;9.7E-3;.0097,short_answer
0.344 × 60 =,20;2e1;2E1,short_answer
11000 × 0.00157 =,17;1.7e1;1.7E1;17.,short_answer
0.15 × 9.5 =,1.4;1.4e0;1.4E0,short_answer
0.0001885 × 170 =,0.032;3.2e-2;3.2E-2;.032,short_answer
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{7620}{415.30}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B7620%7D%7B415.30%7D%3D?scale=1.5"" alt=""LaTeX: \frac{7620}{415.30}="" data-equation-content=""\frac{7620}{415.30}="" data-ignore-a11y-check=""""></mattext>",18.3;1.83e1;1.83E1,short_answer
0.0001815 × 20 =,0.004;4e-3;4E-3;.004,short_answer
3 × 0.019456 =,0.06;6e-2;6E-2;.06,short_answer
