question,correct_answers,question_type
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 3040 kg<br>Volume = 5.28 m<sup>3</sup>,576;5.76e2;5.76E2;576.;580;5.8e2;5.8E2;575.8;5.758e2;5.758E2;575;5.75e2;5.75E2;575.;580;5.8e2;5.8E2;575.0;5.750e2;5.750E2,short_answer
What is the mass of a sample (in g) whose density is 1.311 g/cm<sup>3</sup> and whose volume is 0.3603 cm<sup>3</sup>.,0.4724;4.724e-1;4.724E-1;.4724;0.472;4.72e-1;4.72E-1;.472;0.47235;4.7235e-1;4.7235E-1;.47235;0.4723;4.723e-1;4.723E-1;.4723;0.472;4.72e-1;4.72E-1;.472;0.47230;4.7230e-1;4.7230E-1;.47230,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 620 kg<br>Volume = 0.4838 m<sup>3</sup>,1300;1.3e3;1.3E3;1000;1e3;1E3;1280;1.28e3;1.28E3;1200;1.2e3;1.2E3;1000;1e3;1E3;1.20e3;1.20e3;1.20E3,short_answer
A sample has a density of 19.0 g/cm<sup>3</sup> and a mass of 40.2 g. Calculate the volume of the sample in cm<sup>3</sup>,2.12;2.12e0;2.12E0;2.1;2.1e0;2.1E0;2.116;2.116e0;2.116E0;2.11;2.11e0;2.11E0;2.1;2.1e0;2.1E0;2.110;2.110e0;2.110E0,short_answer
What is the mass of a sample (in g) whose volume is 746 mL and whose density is 1.5 g/mL.,1100;1.1e3;1.1E3;1000;1e3;1E3;1120;1.12e3;1.12E3;1200;1.2e3;1.2E3;1000;1e3;1E3;1.20e3;1.20e3;1.20E3,short_answer
A sample has a mass of 124 g and a density of 1.636 g/cm<sup>3</sup>. Calculate the volume of the sample in cm<sup>3</sup>,75.8;7.58e1;7.58E1;76;7.6e1;7.6E1;76.;75.79;7.579e1;7.579E1;75.7;7.57e1;7.57E1;76;7.6e1;7.6E1;76.;75.70;7.570e1;7.570E1,short_answer
What is the mass of a sample (in g) whose density is 0.74 g/mL and whose volume is 14 mL.,10.;1.0e1;1.0E1;10..;10;1e1;1E1;10.4;1.04e1;1.04E1;11;1.1e1;1.1E1;11.;10;1e1;1E1;11.0;1.10e1;1.10E1,short_answer
A sample has a density of 12.46 g/cm<sup>3</sup> and a mass of 227.7 g. Calculate the volume of the sample in cm<sup>3</sup>,18.27;1.827e1;1.827E1;18.3;1.83e1;1.83E1;18.274;1.8274e1;1.8274E1;18.28;1.828e1;1.828E1;18.3;1.83e1;1.83E1;18.280;1.8280e1;1.8280E1,short_answer
What is the mass of a sample (in g) whose density is 19.6 g/mL and whose volume is 350. mL.,6860;6.86e3;6.86E3;6900;6.9e3;6.9E3;6860.;6.860e3;6.860E3;6860..;6870;6.87e3;6.87E3;6900;6.9e3;6.9E3;6870.;6.870e3;6.870E3;6870..,short_answer
What is the mass of a sample (in g) whose volume is 0.20 mL and whose density is 1.8 g/mL.,0.36;3.6e-1;3.6E-1;.36;0.4;4e-1;4E-1;.4;0.360;3.60e-1;3.60E-1;.360;0.37;3.7e-1;3.7E-1;.37;0.4;4e-1;4E-1;.4;0.370;3.70e-1;3.70E-1;.370,short_answer
A sample has a density of 16.2 g/cm<sup>3</sup> and a mass of 1600 g. Calculate the volume of the sample in cm<sup>3</sup>,99;9.9e1;9.9E1;99.;1.0e2;1.0e2;1.0E2;98.8;9.88e1;9.88E1;98;9.8e1;9.8E1;98.;1.0e2;1.0e2;1.0E2;98.0;9.80e1;9.80E1,short_answer
What is the mass of a sample (in g) whose volume is 17 mL and whose density is 0.74 g/mL.,13;1.3e1;1.3E1;13.;10;1e1;1E1;12.6;1.26e1;1.26E1;12;1.2e1;1.2E1;12.;10;1e1;1E1;12.0;1.20e1;1.20E1,short_answer
Calculate the density of a material (in g/cm<sup>3</sup>) given the following data:<br>Mass = 0.024 g<br>Volume = 0.027 cm<sup>3</sup>,0.89;8.9e-1;8.9E-1;.89;0.9;9e-1;9E-1;.9;0.889;8.89e-1;8.89E-1;.889;0.88;8.8e-1;8.8E-1;.88;0.9;9e-1;9E-1;.9;0.880;8.80e-1;8.80E-1;.880,short_answer
What is the mass of a sample (in kg) whose volume is 2.10 m<sup>3</sup> and whose density is 15100 kg/m<sup>3</sup>.,31700;3.17e4;3.17E4;32000;3.2e4;3.2E4;31710;3.171e4;3.171E4;31800;3.18e4;3.18E4;32000;3.2e4;3.2E4;3.180e4;3.180e4;3.180E4,short_answer
Calculate the density of a material (in g/cm<sup>3</sup>) given the following data:<br>Volume = 0.0094 cm<sup>3</sup><br>Mass = 0.012 g,1.3;1.3e0;1.3E0;1;1e0;1E0;1.;1.28;1.28e0;1.28E0;1.2;1.2e0;1.2E0;1;1e0;1E0;1.;1.20;1.20e0;1.20E0,short_answer
Calculate the density of a material (in g/mL) given the following data:<br>Volume = 3.59 mL<br>Mass = 5.124 g,1.43;1.43e0;1.43E0;1.4;1.4e0;1.4E0;1.427;1.427e0;1.427E0;1.42;1.42e0;1.42E0;1.4;1.4e0;1.4E0;1.420;1.420e0;1.420E0,short_answer
A sample has a mass of 650.9 g and a density of 0.946 g/mL. Calculate the volume of the sample in mL,688;6.88e2;6.88E2;688.;690;6.9e2;6.9E2;688.1;6.881e2;6.881E2;689;6.89e2;6.89E2;689.;690;6.9e2;6.9E2;689.0;6.890e2;6.890E2,short_answer
Calculate the density of a material (in g/mL) given the following data:<br>Mass = 0.2843 g<br>Volume = 0.35 mL,0.81;8.1e-1;8.1E-1;.81;0.8;8e-1;8E-1;.8;0.812;8.12e-1;8.12E-1;.812;0.82;8.2e-1;8.2E-1;.82;0.8;8e-1;8E-1;.8;0.820;8.20e-1;8.20E-1;.820,short_answer
A sample has a mass of 99500 g and a density of 7.4 g/mL. Calculate the volume of the sample in mL,13000;1.3e4;1.3E4;10000;1e4;1E4;13400;1.34e4;1.34E4;14000;1.4e4;1.4E4;10000;1e4;1E4;1.40e4;1.40e4;1.40E4,short_answer
A sample has a mass of 1917 g and a density of 1.1 g/cm<sup>3</sup>. Calculate the volume of the sample in cm<sup>3</sup>,1700;1.7e3;1.7E3;2000;2e3;2E3;1740;1.74e3;1.74E3;1800;1.8e3;1.8E3;2000;2e3;2E3;1.80e3;1.80e3;1.80E3,short_answer
What is the mass of a sample (in kg) whose volume is 480 m<sup>3</sup> and whose density is 1200 kg/m<sup>3</sup>.,580000;5.8e5;5.8E5;600000;6e5;6E5;576000;5.76e5;5.76E5;570000;5.7e5;5.7E5;600000;6e5;6E5;5.70e5;5.70e5;5.70E5,short_answer
What is the mass of a sample (in g) whose density is 0.825 g/cm<sup>3</sup> and whose volume is 250 cm<sup>3</sup>.,210;2.1e2;2.1E2;200;2e2;2E2;206;2.06e2;2.06E2;206.;2.0e2;2.0e2;2.0E2;200;2e2;2E2;200.;2.00e2;2.00E2;200..,short_answer
What is the mass of a sample (in g) whose volume is 0.447 mL and whose density is 2.4 g/mL.,1.1;1.1e0;1.1E0;1;1e0;1E0;1.;1.07;1.07e0;1.07E0;1.0;1.0e0;1.0E0;1;1e0;1E0;1.;1.00;1.00e0;1.00E0,short_answer
Calculate the density of a material (in g/mL) given the following data:<br>Volume = 1800 mL<br>Mass = 1150 g,0.64;6.4e-1;6.4E-1;.64;0.6;6e-1;6E-1;.6;0.639;6.39e-1;6.39E-1;.639;0.63;6.3e-1;6.3E-1;.63;0.6;6e-1;6E-1;.6;0.630;6.30e-1;6.30E-1;.630,short_answer
What is the mass of a sample (in kg) whose volume is 12.8 m<sup>3</sup> and whose density is 700. kg/m<sup>3</sup>.,8960;8.96e3;8.96E3;9.0e3;9.0e3;9.0E3;8960.;8.960e3;8.960E3;8960..;8950;8.95e3;8.95E3;9.0e3;9.0e3;9.0E3;8950.;8.950e3;8.950E3;8950..,short_answer
A sample has a density of 1.20 g/mL and a mass of 15010 g. Calculate the volume of the sample in mL,12500;1.25e4;1.25E4;13000;1.3e4;1.3E4;12510;1.251e4;1.251E4;12600;1.26e4;1.26E4;13000;1.3e4;1.3E4;1.260e4;1.260e4;1.260E4,short_answer
A sample has a density of 1.06 g/cm<sup>3</sup> and a mass of 13.81 g. Calculate the volume of the sample in cm<sup>3</sup>,13.0;1.30e1;1.30E1;13;1.3e1;1.3E1;13.;13.03;1.303e1;1.303E1;13.1;1.31e1;1.31E1;13;1.3e1;1.3E1;13.;13.10;1.310e1;1.310E1,short_answer
A sample has a mass of 56900 g and a density of 5.02 g/mL. Calculate the volume of the sample in mL,11300;1.13e4;1.13E4;11000;1.1e4;1.1E4;11330;1.133e4;1.133E4;11400;1.14e4;1.14E4;11000;1.1e4;1.1E4;1.140e4;1.140e4;1.140E4,short_answer
What is the mass of a sample (in kg) whose density is 1.90 x 10<sup>3</sup> kg/m<sup>3</sup> and whose volume is 51.43 m<sup>3</sup>.,97700;9.77e4;9.77E4;98000;9.8e4;9.8E4;97720;9.772e4;9.772E4;97800;9.78e4;9.78E4;98000;9.8e4;9.8E4;9.780e4;9.780e4;9.780E4,short_answer
A sample has a density of 2.5 g/mL and a mass of 19 g. Calculate the volume of the sample in mL,7.6;7.6e0;7.6E0;8;8e0;8E0;8.;7.60;7.60e0;7.60E0;7.5;7.5e0;7.5E0;8;8e0;8E0;8.;7.50;7.50e0;7.50E0,short_answer
What is the mass of a sample (in g) whose volume is 4.329 cm<sup>3</sup> and whose density is 0.57 g/cm<sup>3</sup>.,2.5;2.5e0;2.5E0;2;2e0;2E0;2.;2.47;2.47e0;2.47E0;2.4;2.4e0;2.4E0;2;2e0;2E0;2.;2.40;2.40e0;2.40E0,short_answer
A sample has a mass of 11170 g and a density of 2.098 g/mL. Calculate the volume of the sample in mL,5324;5.324e3;5.324E3;5324.;5320;5.32e3;5.32E3;5324.1;5.3241e3;5.3241E3;5325;5.325e3;5.325E3;5325.;5330;5.33e3;5.33E3;5325.0;5.3250e3;5.3250E3,short_answer
A sample has a density of 0.73 g/mL and a mass of 3726 g. Calculate the volume of the sample in mL,5100;5.1e3;5.1E3;5000;5e3;5E3;5.10e3;5.10e3;5.10E3;5200;5.2e3;5.2E3;5000;5e3;5E3;5.20e3;5.20e3;5.20E3,short_answer
Calculate the density of a material (in g/cm<sup>3</sup>) given the following data:<br>Mass = 1.899 g<br>Volume = 1.970 cm<sup>3</sup>,0.9640;9.640e-1;9.640E-1;.9640;0.964;9.64e-1;9.64E-1;.964;0.96396;9.6396e-1;9.6396E-1;.96396;0.9639;9.639e-1;9.639E-1;.9639;0.964;9.64e-1;9.64E-1;.964;0.96390;9.6390e-1;9.6390E-1;.96390,short_answer
A sample has a mass of 15000 kg and a density of 6260 kg/m<sup>3</sup>. Calculate the volume of the sample in m<sup>3</sup>,2.4;2.4e0;2.4E0;2;2e0;2E0;2.;2.40;2.40e0;2.40E0;2.3;2.3e0;2.3E0;2;2e0;2E0;2.;2.30;2.30e0;2.30E0,short_answer
A sample has a mass of 10610 g and a density of 1.843 g/mL. Calculate the volume of the sample in mL,5757;5.757e3;5.757E3;5757.;5760;5.76e3;5.76E3;5756.9;5.7569e3;5.7569E3;5756;5.756e3;5.756E3;5756.;5760;5.76e3;5.76E3;5756.0;5.7560e3;5.7560E3,short_answer
Calculate the density of a material (in g/cm<sup>3</sup>) given the following data:<br>Mass = 1.0 x 10<sup>3</sup> g<br>Volume = 1667 cm<sup>3</sup>,0.60;6.0e-1;6.0E-1;.60;0.6;6e-1;6E-1;.6;0.600;6.00e-1;6.00E-1;.600;0.59;5.9e-1;5.9E-1;.59;0.6;6e-1;6E-1;.6;0.590;5.90e-1;5.90E-1;.590,short_answer
Calculate the density of a material (in g/cm<sup>3</sup>) given the following data:<br>Mass = 0.266 g<br>Volume = 0.061 cm<sup>3</sup>,4.4;4.4e0;4.4E0;4;4e0;4E0;4.;4.36;4.36e0;4.36E0;4.3;4.3e0;4.3E0;4;4e0;4E0;4.;4.30;4.30e0;4.30E0,short_answer
What is the mass of a sample (in g) whose density is 2.1 g/mL and whose volume is 0.31 mL.,0.65;6.5e-1;6.5E-1;.65;0.7;7e-1;7E-1;.7;0.651;6.51e-1;6.51E-1;.651;0.66;6.6e-1;6.6E-1;.66;0.7;7e-1;7E-1;.7;0.660;6.60e-1;6.60E-1;.660,short_answer
A sample has a mass of 2.0 x 10<sup>2</sup> g and a density of 2.20 g/cm<sup>3</sup>. Calculate the volume of the sample in cm<sup>3</sup>,91;9.1e1;9.1E1;91.;90;9e1;9E1;90.9;9.09e1;9.09E1;90.;9.0e1;9.0E1;90..;90;9e1;9E1;90.0;9.00e1;9.00E1,short_answer
Calculate the density of a material (in g/cm<sup>3</sup>) given the following data:<br>Volume = 0.0594 cm<sup>3</sup><br>Mass = 0.0442 g,0.744;7.44e-1;7.44E-1;.744;0.74;7.4e-1;7.4E-1;.74;0.7441;7.441e-1;7.441E-1;.7441;0.745;7.45e-1;7.45E-1;.745;0.75;7.5e-1;7.5E-1;.75;0.7450;7.450e-1;7.450E-1;.7450,short_answer
A sample has a density of 4.87 g/cm<sup>3</sup> and a mass of 38.97 g. Calculate the volume of the sample in cm<sup>3</sup>,8.00;8.00e0;8.00E0;8.0;8.0e0;8.0E0;8.002;8.002e0;8.002E0;8.01;8.01e0;8.01E0;8.0;8.0e0;8.0E0;8.010;8.010e0;8.010E0,short_answer
What is the mass of a sample (in g) whose density is 14 g/mL and whose volume is 2.0 x 10<sup>2</sup> mL.,2800;2.8e3;2.8E3;3000;3e3;3E3;2.80e3;2.80e3;2.80E3;2700;2.7e3;2.7E3;3000;3e3;3E3;2.70e3;2.70e3;2.70E3,short_answer
A sample has a density of 2.942 g/mL and a mass of 40.1 g. Calculate the volume of the sample in mL,13.6;1.36e1;1.36E1;14;1.4e1;1.4E1;14.;13.63;1.363e1;1.363E1;13.7;1.37e1;1.37E1;14;1.4e1;1.4E1;14.;13.70;1.370e1;1.370E1,short_answer
What is the mass of a sample (in kg) whose volume is 469.7 m<sup>3</sup> and whose density is 575.0 kg/m<sup>3</sup>.,270100;2.701e5;2.701E5;2.70e5;2.70e5;2.70E5;270080;2.7008e5;2.7008E5;2.700e5;2.700e5;2.700E5;2.70e5;2.70e5;2.70E5;2.7000e5;2.7000e5;2.7000E5,short_answer
A sample has a density of 4.572 g/cm<sup>3</sup> and a mass of 6100 g. Calculate the volume of the sample in cm<sup>3</sup>,1300;1.3e3;1.3E3;1000;1e3;1E3;1330;1.33e3;1.33E3;1400;1.4e3;1.4E3;1000;1e3;1E3;1.40e3;1.40e3;1.40E3,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Volume = 0.1573 m<sup>3</sup><br>Mass = 298.6 kg,1898;1.898e3;1.898E3;1898.;1.90e3;1.90e3;1.90E3;1898.3;1.8983e3;1.8983E3;1899;1.899e3;1.899E3;1899.;1.90e3;1.90e3;1.90E3;1899.0;1.8990e3;1.8990E3,short_answer
What is the mass of a sample (in g) whose volume is 5.587 cm<sup>3</sup> and whose density is 5.281 g/cm<sup>3</sup>.,29.50;2.950e1;2.950E1;29.5;2.95e1;2.95E1;29.505;2.9505e1;2.9505E1;29.51;2.951e1;2.951E1;29.5;2.95e1;2.95E1;29.510;2.9510e1;2.9510E1,short_answer
A sample has a density of 0.69 g/mL and a mass of 1740 g. Calculate the volume of the sample in mL,2500;2.5e3;2.5E3;3000;3e3;3E3;2520;2.52e3;2.52E3;2600;2.6e3;2.6E3;3000;3e3;3E3;2.60e3;2.60e3;2.60E3,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 8060 kg<br>Volume = 9.207 m<sup>3</sup>,875;8.75e2;8.75E2;875.;880;8.8e2;8.8E2;875.4;8.754e2;8.754E2;876;8.76e2;8.76E2;876.;880;8.8e2;8.8E2;876.0;8.760e2;8.760E2,short_answer
A sample has a density of 2300 kg/m<sup>3</sup> and a mass of 698.4 kg. Calculate the volume of the sample in m<sup>3</sup>,0.30;3.0e-1;3.0E-1;.30;0.3;3e-1;3E-1;.3;0.304;3.04e-1;3.04E-1;.304;0.31;3.1e-1;3.1E-1;.31;0.3;3e-1;3E-1;.3;0.310;3.10e-1;3.10E-1;.310,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Volume = 0.13 m<sup>3</sup><br>Mass = 888 kg,6800;6.8e3;6.8E3;7000;7e3;7E3;6830;6.83e3;6.83E3;6900;6.9e3;6.9E3;7000;7e3;7E3;6.90e3;6.90e3;6.90E3,short_answer
A sample has a density of 1.644 g/mL and a mass of 1.10 x 10<sup>3</sup> g. Calculate the volume of the sample in mL,669;6.69e2;6.69E2;669.;670;6.7e2;6.7E2;669.1;6.691e2;6.691E2;670.;6.70e2;6.70E2;670..;670;6.7e2;6.7E2;670.0;6.700e2;6.700E2,short_answer
What is the mass of a sample (in kg) whose density is 5617 kg/m<sup>3</sup> and whose volume is 701.3 m<sup>3</sup>.,3.939e6;3.939e6;3.939E6;3.94e6;3.94e6;3.94E6;3.9392e6;3.9392e6;3.9392E6;3.940e6;3.940e6;3.940E6;3.94e6;3.94e6;3.94E6;3.9400e6;3.9400e6;3.9400E6,short_answer
A sample has a density of 2.74 g/cm<sup>3</sup> and a mass of 57 g. Calculate the volume of the sample in cm<sup>3</sup>,21;2.1e1;2.1E1;21.;20;2e1;2E1;20.8;2.08e1;2.08E1;20.;2.0e1;2.0E1;20..;20;2e1;2E1;20.0;2.00e1;2.00E1,short_answer
What is the mass of a sample (in kg) whose density is 6106 kg/m<sup>3</sup> and whose volume is 3.891 m<sup>3</sup>.,23760;2.376e4;2.376E4;23800;2.38e4;2.38E4;23758;2.3758e4;2.3758E4;23758.;23750;2.375e4;2.375E4;23800;2.38e4;2.38E4;23750.;2.3750e4;2.3750E4;23750..,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 281.1 kg<br>Volume = 0.25 m<sup>3</sup>,1100;1.1e3;1.1E3;1000;1e3;1E3;1120;1.12e3;1.12E3;1200;1.2e3;1.2E3;1000;1e3;1E3;1.20e3;1.20e3;1.20E3,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Volume = 7.58 m<sup>3</sup><br>Mass = 17000 kg,2200;2.2e3;2.2E3;2000;2e3;2E3;2240;2.24e3;2.24E3;2300;2.3e3;2.3E3;2000;2e3;2E3;2.30e3;2.30e3;2.30E3,short_answer
A sample has a mass of 16 kg and a density of 2100 kg/m<sup>3</sup>. Calculate the volume of the sample in m<sup>3</sup>,0.0076;7.6e-3;7.6E-3;.0076;0.008;8e-3;8E-3;.008;0.00762;7.62e-3;7.62E-3;.00762;0.0077;7.7e-3;7.7E-3;.0077;0.008;8e-3;8E-3;.008;0.00770;7.70e-3;7.70E-3;.00770,short_answer
A sample has a density of 4.4 g/cm<sup>3</sup> and a mass of 49.1 g. Calculate the volume of the sample in cm<sup>3</sup>,11;1.1e1;1.1E1;11.;10;1e1;1E1;11.2;1.12e1;1.12E1;12;1.2e1;1.2E1;12.;10;1e1;1E1;12.0;1.20e1;1.20E1,short_answer
A sample has a mass of 18.84 g and a density of 0.547 g/cm<sup>3</sup>. Calculate the volume of the sample in cm<sup>3</sup>,34.4;3.44e1;3.44E1;34;3.4e1;3.4E1;34.;34.44;3.444e1;3.444E1;34.5;3.45e1;3.45E1;35;3.5e1;3.5E1;35.;34.50;3.450e1;3.450E1,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 45000 kg<br>Volume = 28 m<sup>3</sup>,1600;1.6e3;1.6E3;2000;2e3;2E3;1610;1.61e3;1.61E3;1700;1.7e3;1.7E3;2000;2e3;2E3;1.70e3;1.70e3;1.70E3,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 77900 kg<br>Volume = 1.0 x 10<sup>2</sup> m<sup>3</sup>,780;7.8e2;7.8E2;800;8e2;8E2;779;7.79e2;7.79E2;779.;770;7.7e2;7.7E2;800;8e2;8E2;770.;7.70e2;7.70E2;770..,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 7100 kg<br>Volume = 0.72 m<sup>3</sup>,9900;9.9e3;9.9E3;1.0e4;1.0e4;1.0E4;9860;9.86e3;9.86E3;9800;9.8e3;9.8E3;1.0e4;1.0e4;1.0E4;9.80e3;9.80e3;9.80E3,short_answer
What is the mass of a sample (in g) whose volume is 0.1467 mL and whose density is 0.6410 g/mL.,0.09403;9.403e-2;9.403E-2;.09403;0.0940;9.40e-2;9.40E-2;.0940;0.094035;9.4035e-2;9.4035E-2;.094035;0.09404;9.404e-2;9.404E-2;.09404;0.0940;9.40e-2;9.40E-2;.0940;0.094040;9.4040e-2;9.4040E-2;.094040,short_answer
What is the mass of a sample (in kg) whose volume is 15 m<sup>3</sup> and whose density is 1014 kg/m<sup>3</sup>.,15000;1.5e4;1.5E4;20000;2e4;2E4;15200;1.52e4;1.52E4;16000;1.6e4;1.6E4;20000;2e4;2E4;1.60e4;1.60e4;1.60E4,short_answer
A sample has a density of 3.2 g/cm<sup>3</sup> and a mass of 117.8 g. Calculate the volume of the sample in cm<sup>3</sup>,37;3.7e1;3.7E1;37.;40;4e1;4E1;36.8;3.68e1;3.68E1;36;3.6e1;3.6E1;36.;40;4e1;4E1;36.0;3.60e1;3.60E1,short_answer
Calculate the density of a material (in kg/m<sup>3</sup>) given the following data:<br>Mass = 540 kg<br>Volume = 0.47 m<sup>3</sup>,1100;1.1e3;1.1E3;1000;1e3;1E3;1150;1.15e3;1.15E3;1200;1.2e3;1.2E3;1000;1e3;1E3;1.20e3;1.20e3;1.20E3,short_answer
What is the mass of a sample (in kg) whose density is 9650 kg/m<sup>3</sup> and whose volume is 67.7 m<sup>3</sup>.,653000;6.53e5;6.53E5;650000;6.5e5;6.5E5;653300;6.533e5;6.533E5;654000;6.54e5;6.54E5;650000;6.5e5;6.5E5;6.540e5;6.540e5;6.540E5,short_answer
What is the mass of a sample (in kg) whose density is 3390. kg/m<sup>3</sup> and whose volume is 3.7 m<sup>3</sup>.,13000;1.3e4;1.3E4;10000;1e4;1E4;12500;1.25e4;1.25E4;12000;1.2e4;1.2E4;10000;1e4;1E4;1.20e4;1.20e4;1.20E4,short_answer
